player_id,name,pos,gp,pts,WAA,WAR
00-0023459,Aaron Rodgers,QB,161,2967.7,-1.324,14.719
00-0030506,Travis Kelce,TE,156,2825.4,2.508,14.261
00-0019596,Thomas Brady,QB,140,2689.9,-0.083,14.021
00-0029263,Russell Wilson,QB,172,2967.9,-3.658,13.689
00-0026498,John Stafford,QB,172,2940.3,-3.8,13.587
00-0034857,Joshua Allen,QB,104,2204.1,2.069,12.58
00-0033280,Christian McCaffrey,RB,92,2053.3,4.66,12.333
00-0033873,Patrick Mahomes,QB,115,2201.7,-0.288,11.462
00-0020531,Drew Brees,QB,109,2097.6,0.097,10.889
00-0033077,Rayne Prescott,QB,111,2090.2,-0.537,10.768
00-0033040,Tyreek Hill,WR,119,2193.4,1.368,10.688
00-0027793,Antonio Brown,WR,100,1984.4,2.306,10.345
00-0034796,Lamar Jackson,QB,98,1907.7,0.2,10.043
00-0031381,Davante Adams,WR,146,2377.5,-1.709,10.037
00-0026143,Matthew Ryan,QB,140,2329.6,-4.031,10.025
00-0027939,Cameron Newton,QB,110,2016.4,-0.912,9.93
00-0033906,Alvin Kamara,RB,104,1933.6,0.961,9.722
00-0030279,Keenan Allen,WR,142,2281.2,-2.095,9.417
00-0030564,DeAndre Hopkins,WR,160,2412.3,-4.158,8.898
00-0022924,Benjamin Roethlisberger,QB,115,1981.3,-2.537,8.833
00-0031408,Michael Evans,WR,142,2196.7,-3.03,8.589
00-0022942,Philip Rivers,QB,117,1939.3,-3.408,8.34
00-0027944,Quintorres Jones,WR,126,2047.3,-1.844,8.304
00-0031588,Stefon Diggs,WR,138,2101.5,-3.083,8.002
00-0031280,Derek Carr,QB,140,2076.4,-6.651,7.702
00-0036389,Jalen Hurts,QB,76,1427.3,-0.114,7.529
00-0034844,Saquon Barkley,RB,83,1490.3,0.148,7.328
00-0032764,Derrick Henry,RB,125,1895.2,-3.273,7.298
00-0036355,Justin Herbert,QB,78,1428.7,-0.741,7.183
00-0033106,Jared Goff,QB,129,1920.0,-6.098,7.079
00-0035228,Kyler Murray,QB,69,1341.0,-0.034,6.988
00-0027656,Robert Gronkowski,TE,100,1618.1,-0.626,6.858
00-0029604,Kirk Cousins,QB,166,2257.9,-9.855,6.762
00-0030496,Le'Veon Bell,RB,81,1398.6,-0.074,6.595
00-0033045,Ezekiel Elliott,RB,109,1675.7,-2.672,6.595
00-0033908,Cooper Kupp,WR,102,1604.5,-1.73,6.542
00-0035700,Joshua Jacobs,RB,86,1418.6,-1.009,6.415
00-0036322,Justin Jefferson,WR,71,1283.3,0.638,6.311
00-0036900,Ja'Marr Chase,WR,60,1187.1,1.537,6.291
00-0033288,George Kittle,TE,96,1498.6,-0.796,6.273
00-0033699,Austin Ekeler,RB,95,1503.1,-1.921,6.201
00-0033537,Derrick Watson,QB,61,1172.3,-0.202,6.069
00-0029668,Andrew Luck,QB,86,1427.6,-2.269,6.002
00-0036442,Joseph Burrow,QB,63,1167.7,-0.448,5.975
00-0032241,Todd Gurley,RB,74,1277.3,-0.383,5.866
00-0027874,Demaryius Thomas,WR,104,1565.9,-2.711,5.859
00-0033897,Joe Mixon,RB,92,1425.7,-2.168,5.8
00-0036223,Jonathan Taylor,RB,65,1175.3,0.406,5.787
00-0036358,Cedarian Lamb,WR,74,1236.4,-0.471,5.55
00-0029701,Ryan Tannehill,QB,138,1864.5,-8.456,5.44
00-0035676,Arthur Brown,WR,82,1283.5,-1.3,5.416
00-0032765,Michael Thomas,WR,72,1194.4,-0.68,5.113
00-0034855,Baker Mayfield,QB,101,1447.7,-5.425,5.058
00-0028009,DeMarco Murray,RB,72,1164.5,-0.952,5.011
00-0023436,Alexander Smith,QB,93,1359.8,-4.413,4.997
00-0031544,Amari Cooper,WR,125,1727.4,-5.046,4.993
00-0026184,Matthew Forte,RB,77,1193.9,-1.503,4.833
00-0030061,Zachary Ertz,TE,155,1928.1,-7.254,4.632
00-0029608,Eugene Hilton,WR,116,1594.2,-4.806,4.61
00-0010346,Peyton Manning,QB,52,945.5,-0.318,4.598
00-0036963,Amon-Ra St. Brown,WR,63,1020.3,-0.587,4.575
00-0033293,Aaron Jones,RB,102,1421.9,-4.147,4.519
00-0025389,Calvin Johnson,WR,52,947.0,0.259,4.469
00-0035640,DeKaylin Metcalf,WR,88,1262.7,-2.9,4.441
00-0027942,Adriel Green,WR,130,1717.4,-6.106,4.402
00-0021429,Carson Palmer,QB,65,1035.8,-2.035,4.317
00-0031235,Odell Beckham,WR,107,1468.0,-4.384,4.228
00-0031382,Jarvis Landry,WR,108,1454.4,-4.668,4.194
00-0027696,Jimmy Graham,TE,134,1693.5,-5.987,4.161
00-0024334,Brandon Marshall,WR,81,1199.4,-2.423,4.159
00-0022921,Larry Fitzgerald,WR,113,1507.1,-5.21,4.065
00-0039139,Jahmyr Gibbs,RB,37,722.4,0.851,4.025
00-0032144,Melvin Gordon,RB,99,1348.8,-4.409,4.015
00-0036971,William Lawrence,QB,62,959.4,-2.28,3.988
00-0034827,Denniston Moore,WR,103,1372.1,-4.492,3.963
00-0027029,LeSean McCoy,RB,112,1446.6,-5.433,3.944
00-0034753,Mark Andrews,TE,98,1305.2,-3.324,3.941
00-0033893,Dalvin Cook,RB,80,1154.7,-2.911,3.9
00-0027150,Julian Edelman,WR,88,1248.4,-3.297,3.891
00-0026176,Jordy Nelson,WR,76,1114.1,-2.31,3.864
00-0035710,Daniel Jones,QB,77,1100.2,-4.221,3.813
00-0032950,Carson Wentz,QB,108,1413.0,-7.201,3.802
00-0038542,Bijan Robinson,RB,39,699.1,0.346,3.744
00-0033923,Kareem Hunt,RB,97,1289.2,-4.612,3.743
00-0033921,Rod Godwin,WR,97,1286.0,-4.267,3.708
00-0035719,Tyshun Samuel,WR,78,1096.0,-2.676,3.691
00-0027891,Golden Tate,WR,108,1388.7,-5.354,3.556
00-0039040,De'Von Achane,RB,33,641.9,0.715,3.54
00-0039075,Puka Nacua,WR,33,632.6,0.794,3.48
00-0033856,Leonard Fournette,RB,73,1034.6,-2.751,3.465
00-0035685,David Montgomery,RB,82,1107.8,-3.667,3.46
00-0033553,James Conner,RB,93,1227.8,-4.464,3.452
00-0027902,Desmond Bryant,WR,77,1066.0,-2.939,3.381
00-0025418,Greg Olsen,TE,104,1330.8,-4.741,3.365
00-0035229,Thomas Hockenson,TE,82,1085.7,-2.738,3.334
00-0036275,D'Andre Swift,RB,69,963.8,-2.676,3.319
00-0027685,Emmanuel Sanders,WR,128,1593.8,-7.173,3.315
00-0022803,Elisha Manning,QB,104,1333.1,-7.007,3.291
00-0034791,Nicholas Chubb,RB,80,1097.0,-3.626,3.277
00-0035659,Terry McLaurin,WR,83,1105.8,-3.599,3.226
00-0036212,Tuanigamanuolepola Tagovailoa,QB,68,945.9,-3.784,3.174
00-0025399,Marshawn Lynch,RB,70,964.3,-2.641,3.115
00-0026796,Arian Foster,RB,42,693.6,-0.395,3.061
00-0032187,David Johnson,RB,72,1007.5,-3.032,3.044
00-0025394,Adrian Peterson,RB,97,1222.0,-5.126,3.004
00-0036613,Jaylen Waddle,WR,64,876.6,-2.332,2.951
00-0031236,Brandin Cooks,WR,138,1627.1,-8.406,2.882
00-0034837,Calvin Ridley,WR,76,1013.8,-3.347,2.83
00-0029137,Alshon Jeffery,WR,96,1226.2,-5.038,2.829
00-0036410,Tamurice Higgins,WR,66,894.3,-2.618,2.774
00-0036252,Michael Pittman,WR,73,948.3,-3.219,2.771
00-0030035,Adam Thielen,WR,141,1641.2,-8.707,2.757
00-0027973,Andrew Dalton,QB,174,1961.1,-14.721,2.702
00-0037840,Kyren Williams,RB,41,632.8,-0.84,2.692
00-0038120,Breece Hall,RB,45,659.2,-1.258,2.665
00-0026213,Jamaal Charles,RB,66,894.7,-2.724,2.652
00-0032211,Tyler Lockett,WR,143,1651.4,-9.116,2.562
00-0038543,Jaxon Smith-Njigba,WR,39,593.9,-0.77,2.465
00-0036912,DeVonta Smith,WR,62,807.5,-2.711,2.445
00-0036945,Justin Fields,QB,55,753.4,-3.133,2.354
00-0037744,Trey McBride,TE,50,673.9,-1.32,2.331
00-0026201,Martellus Bennett,TE,74,941.7,-3.516,2.327
00-0033881,Evan Engram,TE,105,1221.0,-5.394,2.325
00-0037740,Garrett Wilson,WR,46,647.1,-1.527,2.305
00-0039163,Coleridge Stroud,QB,36,559.8,-1.391,2.286
00-0039338,Brock Bowers,TE,23,428.8,0.617,2.25
00-0022127,Christopher Witten,TE,104,1213.9,-5.896,2.192
00-0036973,Travis Etienne,RB,50,660.0,-2.181,2.188
00-0034348,Courtland Sutton,WR,91,1084.0,-5.245,2.181
00-0037238,Drake London,WR,47,644.0,-1.762,2.161
00-0039732,Bo Nix,QB,26,455.8,-0.486,2.156
00-0037248,James Cook,RB,51,670.1,-2.28,2.148
00-0029615,Lamar Miller,RB,85,1014.4,-5.088,2.119
00-0036893,Najee Harris,RB,55,715.2,-2.715,2.096
00-0024389,Hubert Walker,TE,85,1015.7,-4.684,2.087
00-0026986,Michael Crabtree,WR,82,998.0,-4.618,2.082
00-0023682,Ryan Fitzpatrick,QB,116,1353.6,-9.415,2.076
00-0036554,Nico Collins,WR,52,686.5,-2.202,2.073
00-0027690,Eric Decker,WR,70,889.6,-3.74,2.071
00-0020337,Stevonne Smith,WR,59,780.7,-2.897,2.066
00-0006101,Anthony Gonzalez,TE,26,449.9,0.046,2.051
00-0037239,Chris Olave,WR,46,616.0,-1.82,2.048
00-0039918,Caleb Williams,QB,26,437.0,-0.634,2.038
00-0036261,Brandon Aiyuk,WR,55,711.6,-2.477,1.994
00-0038134,Kenneth Walker,RB,45,601.4,-1.937,1.986
00-0037834,Brock Purdy,QB,41,568.5,-2.133,1.986
00-0037247,George Pickens,WR,51,662.9,-2.21,1.964
00-0023496,Vincent Jackson,WR,54,718.5,-2.538,1.936
00-0031407,Robby Bortles,QB,79,965.0,-5.957,1.919
00-0034351,Dallas Goedert,TE,87,1002.0,-4.538,1.912
00-0039910,Jayden Daniels,QB,20,371.0,-0.166,1.878
00-0027974,Colin Kaepernick,QB,58,740.4,-3.737,1.806
00-0036997,Javonte Williams,RB,55,684.7,-3.013,1.777
00-0022084,Anquan Boldin,WR,65,811.5,-3.65,1.764
00-0026195,Raymell Rice,RB,25,395.1,-0.357,1.7
00-0039065,Sam LaPorta,TE,34,465.0,-0.806,1.664
00-0035261,Tony Pollard,RB,89,993.5,-6.03,1.645
00-0036875,Rhamondre Stevenson,RB,56,665.8,-3.353,1.597
00-0035662,Marquise Brown,WR,70,833.1,-4.204,1.583
00-0020498,Reginald Wayne,WR,33,471.4,-1.148,1.582
00-0039067,Rashee Rice,WR,24,359.9,-0.473,1.576
00-0039064,Xavien Flowers,WR,39,501.1,-1.717,1.496
00-0031610,Darren Waller,TE,72,858.5,-3.822,1.494
00-0035216,Diontae Johnson,WR,71,833.8,-4.337,1.49
00-0026158,Joseph Flacco,QB,155,1659.3,-13.942,1.485
00-0031285,Devonta Freeman,RB,86,979.7,-5.798,1.461
00-0039851,Drake Maye,QB,26,386.9,-1.176,1.46
00-0033594,Christopher Carson,RB,43,570.5,-2.273,1.452
00-0026988,Knowshon Moreno,RB,21,339.9,-0.208,1.44
00-0034775,Christian Kirk,WR,89,1008.5,-5.806,1.438
00-0037256,Rachaad White,RB,51,604.3,-3.071,1.429
00-0026995,Jeremy Maclin,WR,64,766.5,-3.799,1.396
00-0022044,Andre Johnson,WR,60,739.4,-3.545,1.373
00-0028434,Douglas Baldwin,WR,89,1005.4,-5.992,1.33
00-0033090,Hunter Henry,TE,115,1216.6,-7.239,1.309
00-0038994,Jordan Addison,WR,34,441.9,-1.483,1.309
00-0021678,Antonio Romo,QB,56,674.0,-4.012,1.277
00-0022427,Wesley Welker,WR,44,547.3,-2.485,1.267
00-0023465,Earl Miller,TE,52,615.0,-3.026,1.266
00-0027966,Mark Ingram,RB,131,1378.6,-9.801,1.231
00-0024226,Jay Cutler,QB,76,857.2,-6.101,1.206
00-0028002,Randall Cobb,WR,135,1446.4,-9.82,1.169
00-0027265,Victor Cruz,WR,45,562.0,-2.522,1.124
00-0038597,Chase Brown,RB,34,414.2,-1.91,1.074
00-0036970,Kyle Pitts,TE,62,671.0,-3.579,1.051
00-0039361,Mar'Keise Irving,RB,19,276.7,-0.554,1.038
00-0026901,Burnell Wallace,WR,80,877.0,-5.659,1.034
00-0035831,James Robinson,RB,38,475.8,-2.245,1.018
00-0039337,Malik Nabers,WR,15,238.2,-0.221,1.005
00-0031428,Allen Robinson,WR,120,1298.3,-8.671,1.0
00-0038933,Dalton Kincaid,TE,31,376.0,-1.299,0.99
00-0026345,Pierre Garcon,WR,80,887.3,-5.565,0.988
00-0029293,Marvin Jones,WR,125,1337.5,-9.151,0.954
00-0034869,Sam Darnold,QB,85,933.9,-7.787,0.924
00-0039915,Andrew McConkey,WR,25,320.0,-1.131,0.91
00-0028067,Julius Thomas,TE,64,706.2,-4.178,0.901
00-0036158,J.K. Dobbins,RB,39,456.5,-2.492,0.897
00-0032780,Jordan Howard,RB,60,663.0,-4.323,0.882
00-0034960,Jakobi Meyers,WR,83,872.0,-6.001,0.873
00-0026019,Danny Woodhead,RB,48,546.3,-3.047,0.852
00-0025637,Ahmad Bradshaw,RB,33,389.7,-1.853,0.823
00-0039146,Jayden Reed,WR,29,348.8,-1.609,0.814
00-0031503,Jameis Winston,QB,123,1298.1,-11.476,0.813
00-0030472,Jordan Reed,TE,85,915.5,-5.701,0.797
00-0040128,Tyler Warren,TE,13,189.7,-0.197,0.787
00-0027714,Dennis Pitta,TE,30,372.3,-1.509,0.776
00-0038124,Christian Watson,WR,38,422.1,-2.405,0.763
00-0023500,Franklin Gore,RB,117,1197.1,-9.06,0.759
00-0033556,Tarik Cohen,RB,42,482.2,-2.885,0.758
00-0027094,Andre Brown,RB,13,191.5,-0.363,0.747
00-0038041,Jake Ferguson,TE,49,525.5,-2.81,0.726
00-0040691,Jaxson Dart,QB,11,172.9,-0.446,0.718
00-0021547,Antonio Gates,TE,86,907.9,-6.052,0.714
00-0039893,Brian Thomas,WR,23,284.2,-1.227,0.695
00-0036894,Patrick Freiermuth,TE,59,614.9,-3.549,0.673
00-0024313,Owen Daniels,TE,44,492.9,-2.918,0.661
00-0040122,Ashton Jeanty,RB,13,182.4,-0.482,0.657
00-0038977,Nathaniel Dell,WR,23,277.1,-1.26,0.65
00-0033127,William Fuller,WR,56,628.7,-3.774,0.632
00-0029675,Trenton Richardson,RB,39,432.2,-2.57,0.63
00-0040124,Tetairoa McMillan,WR,13,175.6,-0.454,0.626
00-0040663,Harold Fannin,TE,13,173.4,-0.366,0.617
00-0039849,Marvin Harrison,WR,23,275.9,-1.288,0.607
00-0024466,Marques Colston,WR,54,591.7,-3.938,0.599
00-0040129,Emeka Egbuka,WR,13,173.5,-0.501,0.58
00-0040715,Cameron Skattebo,RB,8,127.7,-0.169,0.556
00-0027912,Danario Alexander,WR,7,118.5,-0.005,0.548
00-0033885,Chief Njoku,TE,96,973.8,-6.626,0.536
00-0033857,John Smith-Schuster,WR,99,1024.7,-7.535,0.534
00-0027061,Jared Cook,TE,127,1289.1,-9.208,0.522
00-0026164,Christopher Johnson,RB,58,608.7,-4.264,0.513
00-0037240,Jameson Williams,WR,35,365.9,-2.46,0.51
00-0025465,James Jones,WR,52,556.4,-3.911,0.501
00-0036264,Jordan Love,QB,63,647.8,-5.898,0.482
00-0036328,Antonio Gibson,RB,68,702.7,-5.364,0.48
00-0040784,Quinshon Judkins,RB,12,155.0,-0.623,0.475
00-0029613,Douglas Martin,RB,81,827.3,-6.233,0.471
00-0038117,Wan'Dale Robinson,WR,43,442.6,-3.089,0.469
00-0027946,Jacob Locker,QB,21,258.4,-1.467,0.441
00-0027713,Aaron Hernandez,TE,7,110.4,-0.049,0.427
00-0029707,Justin Blackmon,WR,17,204.0,-0.974,0.418
00-0035243,Miles Sanders,RB,72,736.8,-5.823,0.413
00-0030485,Eddie Lacy,RB,57,583.9,-4.269,0.38
00-0038997,Josh Downs,WR,35,366.1,-2.514,0.375
00-0039152,Will Levis,QB,17,196.5,-1.345,0.36
00-0040666,Omarion Hampton,RB,6,90.7,-0.152,0.351
00-0026993,Josh Freeman,QB,22,245.3,-1.751,0.35
00-0023462,Sharod White,WR,52,546.2,-4.016,0.34
00-0037746,Brian Robinson,RB,45,447.7,-3.672,0.338
00-0040730,Robert Harvey,RB,13,151.1,-0.812,0.33
00-0039919,Rome Odunze,WR,25,268.1,-1.763,0.328
00-0027077,Brian Hartline,WR,50,528.3,-3.955,0.304
00-0037816,Romeo Doubs,WR,45,447.7,-3.486,0.299
00-0040734,TreVeyon Henderson,RB,13,148.4,-0.852,0.29
00-0030431,Robert Woods,WR,147,1489.2,-11.727,0.28
00-0036407,Jerry Jeudy,WR,69,697.2,-5.372,0.279
00-0038129,Cade Otton,TE,51,497.8,-3.432,0.267
00-0025423,Kevin Kolb,QB,6,84.8,-0.332,0.259
00-0026998,Percy Harvin,WR,32,342.6,-2.329,0.257
00-0036555,Chuba Hubbard,RB,61,597.0,-5.038,0.247
00-0030656,Isaiah Crowell,RB,65,648.7,-5.312,0.245
00-0029697,Jacoby Fleener,TE,72,720.5,-5.451,0.231
00-0026189,DeSean Jackson,WR,114,1161.5,-9.041,0.225
00-0040189,Oronde Gadsden,TE,11,122.6,-0.634,0.224
00-0039923,Jonathan McCarthy,QB,7,82.6,-0.586,0.222
00-0024813,Charles Thomas,RB,39,394.8,-2.974,0.215
00-0026231,Jermichael Finley,TE,19,206.4,-1.289,0.209
00-0039150,Bryce Young,QB,37,376.9,-3.544,0.208
00-0037197,Isiah Pacheco,RB,39,378.2,-3.25,0.193
00-0024204,Fredrick Jackson,RB,51,505.1,-4.009,0.187
00-0022821,Michael Turner,RB,13,143.2,-0.838,0.187
00-0037545,Rashid Shaheed,WR,39,379.8,-3.088,0.185
00-0040126,Colston Loveland,TE,12,120.0,-0.784,0.143
00-0027854,Samuel Bradford,QB,62,624.3,-5.893,0.137
00-0037228,Derrell Warren,RB,48,449.7,-4.142,0.108
00-0038996,Tucker Kraft,TE,34,329.1,-2.386,0.108
00-0026170,Dustin Keller,TE,8,85.7,-0.518,0.104
00-0031359,Kelvin Benjamin,WR,53,527.1,-4.175,0.089
00-0025860,BenJarvus Green-Ellis,RB,26,256.2,-2.044,0.088
00-0038559,Michael Wilson,WR,35,342.0,-2.813,0.087
00-0022736,Steven Jackson,RB,39,378.9,-3.118,0.078
00-0034358,Derrius Guice,RB,5,57.4,-0.335,0.076
00-0039384,Tyrone Tracy,RB,24,233.7,-2.013,0.076
00-0039165,Zachariah Charbonnet,RB,37,353.1,-3.209,0.041
00-0021147,Donte' Stallworth,WR,1,13.3,-0.05,0.036
00-0023439,Cedric Benson,RB,5,53.5,-0.36,0.032
00-0040676,Cameron Ward,QB,13,124.4,-1.371,0.03
00-0040583,Jo'Quavious Marks,RB,13,124.0,-1.115,0.022
00-0025431,Sidney Rice,WR,21,208.5,-1.705,0.02
00-0031301,Jeremy Hill,RB,48,463.3,-4.004,0.015
00-0027125,Zach Miller,TE,31,301.5,-2.401,0.014
00-0022177,Byron Leftwich,QB,2,18.0,-0.228,0.013
00-0033009,Tyler Boyd,WR,117,1159.6,-9.535,0.013
00-0027982,Titus Young,WR,10,96.9,-0.792,0.005
00-0023408,Gregory Camarillo,WR,1,8.4,-0.103,0.005
00-0022414,Malcom Floyd,WR,42,419.9,-3.489,-0.001
00-0020516,Todd Heap,TE,2,21.4,-0.149,-0.013
00-0040236,Kyle Monangai,RB,13,117.5,-1.177,-0.023
00-0026691,Wallace Williams,WR,1,5.2,-0.14,-0.029
00-0027154,Jake O'Connell,TE,1,6.3,-0.113,-0.032
00-0039894,Xavier Worthy,WR,24,222.4,-2.039,-0.043
00-0022178,Willis McGahee,RB,21,195.9,-1.771,-0.048
00-0028146,Gregory McElroy,QB,1,5.7,-0.132,-0.053
00-0040317,Jacoby Jones,WR,1,3.5,-0.138,-0.056
00-0025540,Kevin Boss,TE,2,17.0,-0.193,-0.058
00-0037157,Zonovan Knight,RB,16,141.0,-1.472,-0.061
00-0034489,Jalen Tolliver,WR,1,4.2,-0.141,-0.064
00-0027994,Shane Vereen,RB,57,547.2,-4.758,-0.065
00-0026364,Steven Johnson,WR,52,506.1,-4.457,-0.067
00-0039811,MarShawn Lloyd,RB,1,2.8,-0.166,-0.067
00-0000865,Charles Batch,QB,2,15.0,-0.242,-0.069
00-0037175,Anthony Brown,QB,1,0.1,-0.195,-0.072
00-0025450,Brandon Jackson,RB,1,4.0,-0.15,-0.073
00-0026953,Sammie Stroughter,WR,1,2.4,-0.165,-0.081
00-0040415,Connor Bazelak,QB,1,0.0,-0.224,-0.082
00-0028416,Richard Murphy,RB,1,1.9,-0.174,-0.087
00-0040067,Jacardia Wright,RB,1,2.0,-0.165,-0.087
00-0034109,Phillip Lindsay,RB,50,485.3,-4.418,-0.088
00-0031996,Manasseh Garner,TE,1,0.0,-0.168,-0.09
00-0037355,Jontavious Sanders,WR,1,1.7,-0.163,-0.09
00-0027419,Christopher Gronkowski,RB,1,2.1,-0.156,-0.091
00-0036676,Austin Watkins,WR,1,0.0,-0.192,-0.091
00-0040556,Corey Kiner,RB,1,0.0,-0.175,-0.091
00-0040234,Quinn Ewers,QB,1,0.1,-0.201,-0.092
00-0039316,Baylor Cupp,TE,1,0.0,-0.151,-0.093
00-0037400,D'vonte Price,RB,1,0.0,-0.187,-0.094
00-0040668,Shedeur Sanders,QB,7,54.8,-0.813,-0.095
00-0034170,Saeed Blacknall,WR,1,0.0,-0.189,-0.096
00-0040597,Brennan Presley,WR,1,0.0,-0.19,-0.096
00-0033773,Riley McCarron,WR,1,0.0,-0.185,-0.097
00-0040736,Mason Taylor,TE,13,110.9,-1.084,-0.097
00-0040203,Will Howard,QB,1,0.0,-0.207,-0.097
00-0030822,Marcel Jensen,TE,1,2.3,-0.148,-0.098
00-0036734,Anthony Williams,RB,1,0.0,-0.198,-0.098
00-0035975,Jake Bargas,RB,1,0.0,-0.198,-0.098
00-0025463,Jason Hill,WR,2,9.5,-0.286,-0.099
00-0028522,John Higgins,TE,1,1.2,-0.178,-0.099
BAT138483,Phillip Bates,WR,1,0.0,-0.193,-0.099
00-0038860,Terrell Bynum,WR,1,0.0,-0.186,-0.099
00-0039552,Joshua Cephus,WR,1,0.0,-0.202,-0.099
00-0040315,Ja'Corey Brooks,WR,1,0.0,-0.181,-0.099
00-0024225,Matthew Leinart,QB,1,0.0,-0.211,-0.1
00-0033975,Elijah Hood,RB,1,0.0,-0.183,-0.1
00-0036034,Aaron Parker,WR,1,0.0,-0.186,-0.1
00-0036582,Nate McCrary,RB,1,-0.1,-0.199,-0.1
00-0035750,Reggie Begelton,WR,1,0.0,-0.176,-0.101
00-0036023,Thaddeus Moss,TE,1,0.0,-0.17,-0.101
00-0038656,Mohamed Ibrahim,RB,1,0.0,-0.194,-0.101
00-0038910,SaRodorick Thompson,RB,1,0.0,-0.194,-0.101
00-0038409,Lew Nichols,RB,1,0.0,-0.173,-0.101
00-0029300,Tommy Streeter,WR,1,0.0,-0.19,-0.102
00-0038476,Thomas DeVito,QB,11,89.4,-1.267,-0.102
00-0038385,Dresser Winn,QB,1,0.0,-0.202,-0.102
00-0024287,Leonard Pope,TE,2,9.8,-0.265,-0.103
00-0028892,La'Diviosia Robinson,TE,1,0.0,-0.212,-0.103
00-0033620,Brandon Reilly,WR,1,0.0,-0.18,-0.103
00-0039595,D.J. Williams,RB,1,0.0,-0.19,-0.103
00-0039471,Franklin Gore,RB,1,0.0,-0.19,-0.103
00-0031213,RaShaun Allen,TE,1,0.0,-0.174,-0.104
00-0036779,Hunter Kampmoyer,TE,1,0.0,-0.163,-0.104
00-0027070,Travis Beckum,TE,1,0.0,-0.2,-0.105
00-0035067,Ian Bunting,TE,1,0.0,-0.186,-0.105
00-0034672,Ethan Wolf,TE,1,0.0,-0.186,-0.105
00-0027827,Dedrick Epps,TE,1,0.4,-0.164,-0.106
00-0034072,Steven Dunbar,WR,1,0.0,-0.185,-0.106
00-0036543,Spencer Brown,RB,2,7.3,-0.324,-0.106
00-0030429,Tobenuchukwu Opurum,RB,1,0.0,-0.176,-0.107
00-0034432,Kelvington Scarbrough,RB,5,38.7,-0.502,-0.107
00-0039518,Treyton Welch,TE,1,0.0,-0.182,-0.107
00-0027518,Donald Jones,WR,12,108.3,-1.101,-0.108
00-0029952,Tobais Palmer,WR,1,0.0,-0.182,-0.108
00-0028359,McLeod Bethel-Thompson,QB,1,0.0,-0.201,-0.108
00-0030998,Keith Wenning,QB,1,0.0,-0.201,-0.108
00-0032073,Jake Heaps,QB,1,0.0,-0.201,-0.108
00-0032614,Joel Stave,QB,1,0.0,-0.201,-0.108
00-0032901,Michael Bercovici,QB,1,0.0,-0.201,-0.108
00-0032488,Mose Frazier,WR,1,0.0,-0.183,-0.108
00-0034409,Dylan Cantrell,WR,1,0.0,-0.183,-0.108
00-0034423,Daniel Etling,QB,1,0.0,-0.196,-0.108
00-0035163,Kyle Shurmur,QB,1,0.0,-0.196,-0.108
00-0035442,Elijah Holyfield,RB,1,0.0,-0.167,-0.108
00-0036810,Cade Johnson,WR,1,0.0,-0.179,-0.108
00-0038930,Carlos Washington,RB,1,0.0,-0.183,-0.108
00-0039703,Cody Schrader,RB,1,0.0,-0.183,-0.108
00-0029204,Toney Clemons,WR,1,0.0,-0.19,-0.109
00-0034087,Steven Ishmael,WR,1,0.0,-0.181,-0.109
00-0034551,Jordan Chunn,RB,1,0.0,-0.19,-0.109
00-0036000,Adrian Killins,RB,1,0.0,-0.192,-0.109
00-0035838,Matt Cole,WR,1,0.0,-0.182,-0.109
00-0036598,Landen Akers,WR,1,0.0,-0.182,-0.109
00-0036768,JaQuan Hardy,RB,1,0.3,-0.192,-0.109
00-0038149,Josh Ali,WR,1,0.0,-0.191,-0.109
00-0027059,Patrick Turner,WR,1,0.0,-0.193,-0.11
00-0026029,Kregg Lumpkin,RB,1,0.0,-0.175,-0.11
00-0035868,Javon Leake,RB,1,0.0,-0.199,-0.11
00-0036799,Josh Johnson,RB,1,0.0,-0.204,-0.11
00-0035436,Matt Sokol,TE,1,0.0,-0.186,-0.11
00-0039164,Anthony Richardson,QB,20,196.6,-1.991,-0.11
00-0030568,James Wilson,QB,1,0.0,-0.192,-0.111
00-0036111,Tony Brown,WR,1,0.0,-0.189,-0.111
00-0036766,Nick Eubanks,TE,1,0.0,-0.186,-0.111
00-0037368,Derek Wright,WR,1,0.0,-0.177,-0.111
00-0037632,Roger Carter,TE,1,0.0,-0.179,-0.111
00-0027585,Richard Goodman,WR,1,0.0,-0.191,-0.112
00-0031711,Gannon Sinclair,TE,1,0.0,-0.183,-0.112
00-0032582,Steven Scheu,TE,1,0.0,-0.183,-0.112
00-0029440,Uchechukwu Igwenagu,TE,1,0.0,-0.183,-0.112
00-0032341,Moritz Boehringer,TE,1,0.0,-0.183,-0.112
00-0031286,Arthur Lynch,TE,1,0.0,-0.183,-0.112
00-0032006,Timothy Semisch,TE,1,0.0,-0.183,-0.112
00-0032606,Kyle Carter,TE,1,0.0,-0.183,-0.112
00-0032650,Ryan Malleck,TE,1,0.0,-0.183,-0.112
00-0035367,Carson Meier,TE,1,0.0,-0.175,-0.112
00-0034710,Darvin Kidsy,WR,1,0.0,-0.182,-0.112
00-0035852,Farrod Green,TE,1,0.0,-0.201,-0.112
00-0036471,Mathew Sexton,WR,1,0.0,-0.189,-0.112
00-0027012,Brian Robiskie,WR,1,0.0,-0.186,-0.113
00-0030856,Michael Washington,WR,1,0.8,-0.172,-0.113
00-0036827,Javian Hawkins,RB,1,0.0,-0.195,-0.113
00-0038965,Ellis Merriweather,RB,1,0.0,-0.195,-0.113
