player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0026143,Matt Ryan,QB,ATL,2019,15,12,41.07,2.27,0.0,0.0,0.0,0.0,616,0.6623,7.25,0.0422,0.0227,0.0723,0.0267,1.803,0.884,0.3701,0.0763,34,4.32,0.0294,0.3004,0.2941,0.0882,0,0,,,,,,,,,,,1,267.3,303.7,275.3,-28.4,20.25,0.2333,279.7,24.0,0.0,27.76,27.0,-0.76
00-0019596,Tom Brady,QB,NE,2019,16,13,38.31,1.62,0.0,0.0,0.0,0.0,613,0.6085,6.62,0.0392,0.0131,0.0422,0.0494,-2.177,0.879,0.3148,0.0979,26,1.31,0.1154,0.032,0.3077,0.0769,0,0,,,,,,,,,,,0,263.7,311.6,265.7,-45.9,19.48,0.227,286.0,25.6,0.0,36.12,27.0,-9.12
00-0033106,Jared Goff,QB,LA,2019,16,13,39.12,2.06,0.0,0.0,0.0,0.0,626,0.6294,7.41,0.0351,0.0256,0.034,0.094,-1.647,0.958,0.3514,0.115,33,1.21,0.0606,-0.3867,0.1515,0.0,0,0,,,,,,,,,,,1,247.5,314.6,255.5,-59.0,19.66,0.2283,285.1,29.5,0.0,31.86,24.0,-7.86
00-0031345,Jimmy Garoppolo,QB,SF,2019,16,13,29.75,2.88,0.0,0.0,0.0,0.0,476,0.6912,8.36,0.0567,0.0273,0.0703,0.161,2.352,1.28,0.4055,0.1282,46,1.35,0.0217,-0.3137,0.2826,0.0217,0,0,,,,,,,,,,,1,247.3,248.4,253.3,4.9,15.53,0.2155,233.3,15.2,0.0,26.41,28.0,1.59
00-0029604,Kirk Cousins,QB,MIN,2019,15,13,29.6,2.07,0.07,0.0022,0.0032,0.0056,444,0.6914,8.11,0.0586,0.0135,0.0593,0.1826,4.317,1.063,0.3716,0.1171,31,2.03,0.0323,-0.1991,0.2581,0.0968,1,0,0.0,0.0,,12.0,0.0,,-1.8194,0.0,0.0,0.0,0,244.4,232.6,250.3,17.6,15.51,0.2135,215.3,15.7,1.7,25.26,27.0,1.74
00-0031280,Derek Carr,QB,LV,2019,16,13,32.06,1.69,0.0,0.0,0.0,0.0,513,0.7037,7.9,0.0409,0.0156,0.0535,0.1811,5.698,1.208,0.3723,0.1053,27,3.04,0.0741,-0.4099,0.2593,0.1481,0,0,,,,,,,,,,,3,244.4,243.9,244.0,0.1,15.24,0.2144,226.1,17.8,0.0,26.38,23.0,-3.38
00-0023682,Ryan Fitzpatrick,QB,MIA,2019,15,12,33.47,3.6,0.0,0.0,0.0,0.0,502,0.6195,7.03,0.0398,0.0259,0.0738,0.0434,-0.512,0.782,0.3625,0.0857,54,4.5,0.0741,0.0646,0.2963,0.1852,0,0,,,,,,,,,,,1,241.5,247.1,243.5,-3.6,16.47,0.2172,201.2,45.8,0.0,23.94,24.0,0.06
00-0022942,Philip Rivers,QB,LAC,2019,16,13,36.94,0.75,0.0,0.0,0.0,0.0,591,0.6599,7.81,0.0389,0.0338,0.0544,0.11,3.687,0.914,0.3672,0.0964,12,2.42,0.0,-0.8542,0.1667,0.0833,0,0,,,,,,,,,,,1,235.5,266.4,239.5,-26.9,16.65,0.2152,259.3,7.1,0.0,29.19,23.0,-6.19
00-0034855,Baker Mayfield,QB,CLE,2019,16,13,33.38,1.75,0.0,0.0,0.0,0.0,534,0.5936,7.17,0.0412,0.0393,0.0697,-0.0204,-3.054,0.846,0.3352,0.1067,28,5.04,0.1071,0.3848,0.5357,0.1786,0,0,,,,,,,,,,,0,229.2,274.9,231.2,-43.7,17.18,0.2345,250.2,24.7,0.0,31.32,25.0,-6.32
00-0035289,Gardner Minshew,QB,JAX,2019,14,11,33.57,4.79,0.0,0.0,0.0,0.0,470,0.6064,6.96,0.0447,0.0128,0.0656,-0.0248,-3.958,0.942,0.3191,0.0915,67,5.13,0.0,-0.0588,0.2985,0.1791,0,0,,,,,,,,,,,2,229.2,243.4,239.2,-4.2,17.39,0.2421,196.6,46.8,0.0,23.38,21.0,-2.38
00-0020531,Drew Brees,QB,NO,2019,11,8,34.36,0.82,0.0,0.0,0.0,0.0,378,0.7434,7.88,0.0714,0.0106,0.0308,0.2381,6.017,1.228,0.4206,0.0979,9,-0.44,0.1111,0.2481,0.2222,0.0,0,0,,,,,,,,,,,0,224.8,197.5,224.8,27.3,17.95,0.217,194.0,3.5,0.0,22.78,28.0,5.22
00-0029701,Ryan Tannehill,QB,TEN,2019,12,9,23.83,3.58,0.0,0.0,0.0,0.0,286,0.7028,9.59,0.0769,0.021,0.0978,0.1989,7.706,1.001,0.4406,0.1434,43,4.3,0.093,0.3882,0.3256,0.2093,0,0,,,,,,,,,,,0,224.2,154.5,230.2,75.6,12.88,0.2034,129.4,25.1,0.0,15.3,26.0,10.7
00-0033119,Jacoby Brissett,QB,IND,2019,15,12,29.8,3.73,0.07,0.0028,0.0,0.0042,447,0.6085,6.58,0.0403,0.0134,0.057,0.0253,-3.165,0.83,0.3199,0.0716,56,4.07,0.0714,0.1697,0.3571,0.0357,1,1,1.0,2.0,2.0,0.0,,2.0,-0.6023,0.0,0.0,0.0,2,217.7,257.0,223.7,-33.4,17.14,0.2339,206.2,47.5,3.4,27.34,22.0,-5.34
00-0035710,Daniel Jones,QB,NYG,2019,13,11,35.31,3.46,0.0,0.0,0.0,0.0,459,0.6187,6.59,0.0523,0.0261,0.0765,-0.0809,-1.923,0.821,0.305,0.085,45,6.2,0.0444,0.3601,0.4667,0.2222,0,0,,,,,,,,,,,3,215.0,212.6,230.7,18.2,16.35,0.2183,178.9,33.6,0.0,19.81,26.0,6.19
00-0027973,Andy Dalton,QB,CIN,2019,13,10,40.62,2.46,0.08,0.0016,-0.0014,0.0014,528,0.5947,6.62,0.0303,0.0265,0.0655,-0.0281,-3.204,0.817,0.322,0.0777,32,2.28,0.125,0.1392,0.375,0.0625,1,1,1.0,-4.0,-4.0,-8.0,0.5,4.0,-2.3922,0.0,0.0,0.0,0,203.7,249.3,211.7,-37.6,19.18,0.2352,220.6,27.6,1.1,27.17,20.0,-7.17
00-0033869,Mitchell Trubisky,QB,CHI,2019,15,12,34.4,3.2,0.0,0.0,0.0,0.0,516,0.6318,6.08,0.0329,0.0194,0.0686,-0.0632,-2.351,0.764,0.3023,0.0678,48,4.02,0.0417,-0.0225,0.25,0.0833,0,0,,,,,,,,,,,0,202.8,240.8,206.8,-33.9,16.05,0.216,203.6,37.1,0.0,23.87,19.0,-4.87
00-0034869,Sam Darnold,QB,NYJ,2019,13,10,33.92,2.54,0.0,0.0,0.0,0.0,441,0.619,6.86,0.0431,0.0295,0.0696,-0.0302,1.202,0.805,0.3333,0.0907,33,1.88,0.0606,-0.2337,0.1818,0.0606,0,0,,,,,,,,,,,0,189.2,192.9,195.6,2.7,14.84,0.2199,178.6,14.3,0.0,19.53,21.0,1.47
00-0034577,Kyle Allen,QB,CAR,2019,13,11,37.62,2.46,0.0,0.0,0.0,0.0,489,0.6196,6.79,0.0348,0.0327,0.086,-0.0561,-0.857,0.833,0.3845,0.0716,32,3.31,0.0625,-0.0663,0.2812,0.0625,0,0,,,,,,,,,,,1,177.5,239.4,189.5,-50.0,18.42,0.2277,212.5,26.9,0.0,25.21,19.0,-6.21
00-0026498,Matthew Stafford,QB,DET,2019,8,8,36.38,2.5,0.0,0.0,0.0,0.0,291,0.6426,8.59,0.0653,0.0172,0.0583,0.2222,2.147,0.804,0.4021,0.1409,20,3.3,0.0,-0.3299,0.25,0.15,0,0,,,,,,,,,,,1,166.6,171.2,170.6,-0.6,21.39,0.2554,161.9,9.2,0.0,20.63,19.0,-1.63
00-0034771,Mason Rudolph,QB,PIT,2019,10,9,28.3,2.1,0.0,0.0,0.0,0.0,283,0.6219,6.24,0.0459,0.0318,0.0503,-0.0614,-1.234,0.772,0.2827,0.0742,21,2.0,0.0,-0.7084,0.2857,0.0476,0,0,,,,,,,,,,,0,108.8,116.2,106.8,-9.5,11.62,0.1767,105.5,10.7,0.0,10.34,13.0,2.66
00-0028986,Case Keenum,QB,WAS,2019,10,8,24.7,0.9,0.0,0.0,0.0,0.0,247,0.6478,6.91,0.0445,0.0202,0.0573,-0.0195,-1.18,1.004,0.336,0.0729,9,1.33,0.1111,-0.7096,0.2222,0.0,0,0,,,,,,,,,,,1,103.5,111.9,107.5,-4.4,11.19,0.1746,105.1,6.8,0.0,12.9,12.0,-0.9
00-0031237,Teddy Bridgewater,QB,NO,2019,9,7,21.78,3.11,0.0,0.0,0.0,0.0,196,0.6786,7.06,0.0459,0.0102,0.0577,0.1152,0.342,1.142,0.3418,0.0816,28,1.11,0.0,-0.6193,0.1429,0.0357,0,0,,,,,,,,,,,0,90.5,99.1,90.5,-8.6,11.01,0.143,84.5,14.5,0.0,9.65,9.0,-0.65
00-0032268,Marcus Mariota,QB,TEN,2019,7,6,22.86,3.43,0.0,0.0,0.0,0.0,160,0.5938,7.52,0.0437,0.0125,0.1351,-0.0396,-3.363,1.067,0.3125,0.1062,24,5.38,0.0,0.1593,0.2083,0.1667,0,0,,,,,,,,,,,0,85.0,75.5,85.0,9.5,10.79,0.1717,55.3,20.2,0.0,5.41,7.0,1.59
00-0026158,Joe Flacco,QB,DEN,2019,8,8,32.75,1.5,0.0,0.0,0.0,0.0,262,0.6527,6.95,0.0229,0.0191,0.0903,-0.0772,-0.247,1.025,0.3282,0.0916,12,1.67,0.0,0.1674,0.3333,0.0,0,0,,,,,,,,,,,0,84.9,111.0,90.9,-20.2,13.88,0.2023,104.1,7.0,0.0,10.99,6.0,-4.99
00-0035232,Dwayne Haskins,QB,WAS,2019,9,7,22.56,2.22,0.0,0.0,0.0,0.0,203,0.5862,6.72,0.0345,0.0345,0.125,-0.2251,-4.748,0.78,0.3202,0.0936,20,5.05,0.0,0.0613,0.35,0.2,0,0,,,,,,,,,,,0,76.7,91.7,80.7,-11.0,10.18,0.1759,76.6,15.1,0.0,8.83,7.0,-1.83
00-0035704,Drew Lock,QB,DEN,2019,5,2,31.2,3.6,0.0,0.0,0.0,0.0,156,0.641,6.54,0.0449,0.0192,0.0311,0.0852,-0.815,0.958,0.3462,0.0833,18,4.0,0.0,-0.466,0.2778,0.2222,0,0,,,,,,,,,,,1,68.0,74.8,68.0,-6.8,14.96,0.2326,66.0,8.8,0.0,8.03,7.0,-1.03
00-0032436,Jeff Driskel,QB,DET,2019,3,3,35.0,7.33,0.33,0.0078,-0.0033,0.0093,105,0.5905,6.52,0.0381,0.0381,0.0948,-0.082,-2.746,0.805,0.2952,0.0857,22,6.86,0.0455,0.4504,0.4545,0.3182,1,1,1.0,6.0,6.0,-3.0,-2.0,9.0,0.3033,0.0,0.0,0.0,0,58.1,57.1,58.1,1.0,19.05,0.2757,35.5,20.5,1.2,4.63,5.0,0.37
00-0035040,David Blough,QB,DET,2019,5,2,34.8,1.6,0.2,0.0069,0.0101,0.0174,174,0.5402,5.66,0.023,0.0345,0.0745,-0.2323,-13.526,0.663,0.2701,0.0575,8,3.88,0.0,0.1862,0.125,0.0,1,1,1.0,19.0,19.0,14.0,1.357,5.0,1.9585,1.0,1.0,1.0,0,55.4,71.3,55.4,-16.0,14.27,0.2072,63.5,5.5,2.4,6.02,5.0,-1.02
00-0022803,Eli Manning,QB,NYG,2019,4,3,36.75,1.0,0.0,0.0,0.0,0.0,147,0.619,7.09,0.0408,0.034,0.0329,-0.0459,-2.567,0.869,0.3197,0.102,4,1.75,0.0,-0.1911,0.25,0.0,0,0,,,,,,,,,,,0,54.4,54.6,56.4,1.7,13.66,0.1846,54.0,0.7,0.0,4.51,6.0,1.49
00-0035577,Devlin Hodges,QB,PIT,2019,8,5,20.0,2.62,0.0,0.0,0.0,0.0,160,0.625,6.64,0.0312,0.05,0.0857,-0.1254,1.63,0.905,0.3187,0.0688,21,3.24,0.0,-0.629,0.2381,0.0952,0,0,,,,,,,,,,,0,51.3,62.7,53.3,-9.4,7.84,0.141,51.4,11.3,0.0,5.33,5.0,-0.33
00-0025708,Matt Moore,QB,KC,2019,6,5,15.17,0.83,0.0,0.0,0.0,0.0,91,0.6484,7.24,0.044,0.0,0.0808,0.0707,-0.592,1.046,0.3846,0.0989,5,-0.2,0.0,-0.761,0.0,0.0,0,0,,,,,,,,,,,0,42.3,36.4,42.3,5.9,6.06,0.0818,36.1,0.3,0.0,3.46,4.0,0.54
00-0029567,Nick Foles,QB,JAX,2019,4,4,29.25,1.0,0.0,0.0,0.0,0.0,117,0.6581,6.29,0.0256,0.0171,0.064,-0.1314,1.365,0.743,0.265,0.0855,4,5.75,0.0,0.3797,0.5,0.25,0,0,,,,,,,,,,,0,37.7,40.2,41.7,1.5,10.06,0.1286,37.9,2.4,0.0,2.03,3.0,0.97
00-0022787,Matt Schaub,QB,ATL,2019,5,5,13.4,0.6,0.0,0.0,0.0,0.0,67,0.7463,8.66,0.0448,0.0149,0.029,0.3614,7.49,1.189,0.4478,0.0746,3,-1.0,0.0,-1.102,0.0,0.0,0,0,,,,,,,,,,,0,32.9,30.1,34.9,4.8,6.01,0.0711,30.4,-0.3,0.0,2.64,3.0,0.36
00-0032434,Brandon Allen,QB,DEN,2019,3,3,28.0,3.33,0.0,0.0,0.0,0.0,84,0.4643,6.13,0.0357,0.0238,0.0968,-0.2317,-14.053,0.797,0.2381,0.0952,10,3.9,0.0,0.5024,0.4,0.2,0,0,,,,,,,,,,,0,32.5,41.0,32.5,-8.5,13.67,0.2318,36.7,4.3,0.0,4.89,3.0,-1.89
00-0026544,Chase Daniel,QB,CHI,2019,3,3,21.33,2.0,0.0,0.0,0.0,0.0,64,0.7031,6.8,0.0469,0.0312,0.0986,0.0664,2.142,1.012,0.3438,0.0625,6,1.0,0.0,-0.1697,0.3333,0.0,0,0,,,,,,,,,,,0,26.0,25.8,26.0,0.2,8.6,0.1253,21.1,4.7,0.0,2.08,3.0,0.92
00-0035652,Ryan Finley,QB,CIN,2019,3,3,29.0,3.33,0.0,0.0,0.0,0.0,87,0.4713,5.45,0.023,0.023,0.1122,-0.5371,-15.947,0.657,0.2299,0.069,10,7.7,0.0,0.028,0.4,0.3,0,0,,,,,,,,,,,0,24.7,31.8,30.7,-1.1,10.6,0.1867,25.3,6.5,0.0,1.56,2.0,0.44
00-0026625,Brian Hoyer,QB,IND,2019,4,3,16.25,2.0,0.0,0.0,0.0,0.0,65,0.5385,5.72,0.0615,0.0615,0.0714,-0.3863,-8.583,0.665,0.3385,0.0923,8,0.25,0.0,-0.4938,0.0,0.0,0,0,,,,,,,,,,,0,21.1,40.8,23.1,-17.7,10.19,0.1263,38.6,2.1,0.0,6.05,4.0,-2.05
00-0034343,Josh Rosen,QB,MIA,2019,5,5,21.8,0.6,0.0,0.0,0.0,0.0,109,0.5321,5.2,0.0092,0.0459,0.128,-0.3957,-12.697,0.631,0.2385,0.0459,3,4.33,0.0,-0.3476,0.0,0.0,0,0,,,,,,,,,,,0,18.0,35.0,18.0,-17.0,7.0,0.1083,33.2,1.9,0.0,2.35,1.0,-1.35
00-0031288,AJ McCarron,QB,HOU,2019,2,1,18.5,2.5,0.0,0.0,0.0,0.0,37,0.5676,6.08,0.0,0.027,0.119,-0.1964,-5.986,0.719,0.2973,0.1081,5,7.8,0.2,0.1198,0.6,0.4,0,0,,,,,,,,,,,0,16.9,24.7,16.9,-7.8,12.33,0.1737,16.5,8.2,0.0,2.81,1.0,-1.81
00-0027939,Cam Newton,QB,CAR,2019,2,2,44.5,2.5,0.0,0.0,0.0,0.0,89,0.5618,6.43,0.0,0.0112,0.0632,-0.0706,-6.85,0.721,0.3258,0.0449,5,-0.4,0.0,-1.8735,0.0,0.0,0,0,,,,,,,,,,,2,16.7,34.2,16.7,-17.6,17.12,0.2004,31.2,3.1,0.0,1.67,0.0,-1.67
00-0029665,Robert Griffin III,QB,BAL,2019,6,4,6.33,3.33,0.0,0.0,0.0,0.0,38,0.6053,5.92,0.0263,0.0526,0.1163,-0.0072,-3.347,0.798,0.2632,0.0526,20,3.5,0.0,-0.684,0.2,0.1,0,0,,,,,,,,,,,0,16.0,27.8,15.1,-12.7,4.63,0.0623,17.8,10.0,0.0,2.67,1.0,-1.67
00-0022924,Ben Roethlisberger,QB,PIT,2019,2,2,31.0,0.5,0.0,0.0,0.0,0.0,62,0.5645,5.66,0.0,0.0161,0.0312,-0.2057,-10.237,0.609,0.2258,0.0645,1,7.0,0.0,0.0324,0.0,0.0,0,0,,,,,,,,,,,0,12.7,24.8,12.7,-12.1,12.39,0.1601,23.8,1.0,0.0,2.11,0.0,-2.11
00-0034412,Luke Falk,QB,NYJ,2019,3,3,24.33,0.0,0.0,0.0,0.0,0.0,73,0.6438,5.7,0.0,0.0411,0.1798,-0.628,-4.056,1.03,0.2055,0.0548,0,,,,,,0,0,,,,,,,,,,,0,8.6,19.6,10.6,-9.0,6.54,0.1396,19.6,0.0,0.0,0.79,0.0,-0.79
00-0031589,Brett Hundley,QB,ARI,2019,3,1,3.67,2.33,0.0,0.0,0.0,0.0,11,0.4545,4.45,0.0,0.0,0.1538,-0.2589,-16.66,0.43,0.1818,0.0909,7,5.86,0.0,0.2638,0.4286,0.2857,0,0,,,,,,,,,,,0,6.1,9.3,6.1,-3.3,3.11,0.0427,4.5,4.8,0.0,0.73,0.0,-0.73
00-0028118,Tyrod Taylor,QB,LAC,2019,4,3,1.5,2.5,0.25,0.0074,-0.0043,0.008,6,0.6667,5.5,0.1667,0.0,0.0,0.6087,0.708,1.031,0.5,0.0,10,0.7,0.0,-0.9088,0.1,0.0,1,0,0.0,0.0,,-4.0,-0.0,,-0.367,0.0,0.0,0.0,0,6.0,7.1,6.0,-1.0,1.76,0.0241,3.9,1.7,1.6,0.62,1.0,0.38
00-0030533,Matt Barkley,QB,BUF,2019,2,1,25.5,1.0,0.0,0.0,0.0,0.0,51,0.5294,7.04,0.0,0.0588,0.0377,-0.1957,-13.386,0.891,0.2941,0.1176,2,-2.0,0.0,-1.2329,0.0,0.0,0,0,,,,,,,,,,,0,6.0,16.9,8.0,-8.9,8.46,0.1122,16.4,0.6,0.0,1.44,0.0,-1.44
00-0027688,Colt McCoy,QB,WAS,2019,1,1,27.0,2.0,0.0,0.0,0.0,0.0,27,0.6667,4.52,0.0,0.037,0.1818,-0.6672,-5.398,0.689,0.1852,0.037,2,7.0,0.0,0.5968,0.5,0.0,0,0,,,,,,,,,,,0,4.3,8.1,4.3,-3.8,8.13,0.1623,6.8,1.3,0.0,0.12,0.0,-0.12
00-0030520,Mike Glennon,QB,LV,2019,2,2,5.0,1.0,0.0,0.0,0.0,0.0,10,0.6,5.6,0.1,0.0,0.0,0.1046,4.615,0.5,0.3,0.0,2,0.0,0.0,-0.4313,0.0,0.0,0,0,,,,,,,,,,,1,4.2,2.9,4.2,1.4,1.44,0.0207,2.9,0.0,0.0,0.15,1.0,0.85
00-0035251,Will Grier,QB,CAR,2019,2,0,26.0,3.5,0.0,0.0,0.0,0.0,52,0.5385,4.38,0.0,0.0769,0.1034,-0.4859,-9.345,0.464,0.2308,0.0192,7,3.14,0.0,-1.2325,0.2857,0.1429,0,0,,,,,,,,,,,1,1.3,25.1,1.3,-23.8,12.54,0.1401,20.7,4.3,0.0,2.18,0.0,-2.18
00-0021206,Josh McCown,QB,PHI,2019,2,2,2.5,1.0,0.0,0.0,0.0,0.0,5,0.6,4.8,0.0,0.0,0.0,0.2258,-15.592,1.091,0.4,0.0,2,-1.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,0.8,1.5,0.8,-0.7,0.73,0.0087,1.7,-0.2,0.0,0.11,0.0,-0.11
00-0029857,Ryan Griffin,QB,TB,2019,2,1,2.0,2.0,0.0,0.0,0.0,0.0,4,0.5,4.5,0.0,0.0,0.0,-0.156,-3.985,1.5,0.25,0.0,4,-0.25,0.0,-0.6165,0.0,0.0,0,0,,,,,,,,,,,0,0.6,0.6,0.6,0.0,0.29,0.0031,1.0,-0.4,0.0,0.01,0.0,-0.01
00-0035146,Trace McSorley,QB,BAL,2019,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,1,1.0,0.0,0.4532,1.0,0.0,0,0,,,,,,,,,,,0,0.1,0.5,0.1,-0.4,0.51,0.0087,0.0,0.5,0.0,0.0,0.0,0.0
00-0032156,Trevor Siemian,QB,NYJ,2019,1,1,6.0,0.0,0.0,0.0,0.0,0.0,6,0.5,0.5,0.0,0.0,0.25,-0.6951,-6.651,0.073,0.0,0.0,0,,,,,,0,0,,,,,,,,,,,0,0.1,1.6,0.1,-1.4,1.56,0.0259,1.6,0.0,0.0,0.02,0.0,-0.02
00-0029623,Alex Tanney,QB,NYG,2019,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,-0.0452,18.011,1.0,0.0,0.0,0,,,,,,0,0,,,,,,,,,,,0,0.0,0.4,0.0,-0.3,0.37,0.005,0.4,0.0,0.0,0.0,0.0,0.0
00-0034177,Tim Boyle,QB,GB,2019,3,3,1.33,1.67,0.0,0.0,0.0,0.0,4,0.75,3.75,0.0,0.0,0.0,-0.1136,8.479,1.5,0.25,0.0,5,-1.4,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,-0.1,0.2,-0.1,-0.4,0.08,0.0011,0.8,-0.5,0.0,0.02,0.0,-0.02
00-0033319,Nick Mullens,QB,SF,2019,1,1,0.0,3.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,3,-1.0,0.0,-1.154,0.0,0.0,0,0,,,,,,,,,,,0,-0.3,-0.3,-0.3,0.0,-0.3,-0.0046,0.0,-0.3,0.0,0.0,0.0,0.0
00-0031395,Garrett Gilbert,QB,CLE,2019,5,5,0.6,0.6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,-0.3533,-65.47,0.0,0.0,0.0,3,-1.0,0.0,-0.9042,0.0,0.0,0,0,,,,,,,,,,,0,-0.3,0.6,-0.3,-0.9,0.13,0.0019,0.9,-0.3,0.0,0.02,0.0,-0.02
00-0031407,Blake Bortles,QB,LA,2019,2,2,1.0,1.0,0.0,0.0,0.0,0.0,2,0.5,1.5,0.0,0.0,0.0,-0.7143,12.42,-1.0,0.0,0.0,2,-4.5,0.0,-0.7999,0.0,0.0,0,0,,,,,,,,,,,0,-0.8,1.7,-0.8,-2.5,0.86,0.0098,0.6,1.1,0.0,0.01,0.0,-0.01
00-0032245,Sean Mannion,QB,MIN,2019,3,1,7.0,2.0,0.0,0.0,0.0,0.0,21,0.5714,6.0,0.0,0.0952,0.0,-0.1934,-13.562,0.955,0.2857,0.0476,6,-0.83,0.0,-0.9806,0.0,0.0,0,0,,,,,,,,,,,1,-1.5,5.3,-1.5,-6.7,1.75,0.0284,5.8,-0.5,0.0,0.41,0.0,-0.41
